nr,id,name,year,type,series_1,series_2,series_3,image
1,HRY51,Mazda Autozam,2024,Mainline,HW Dream Garage,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/4/4d/TexasToot.jpg
1,HTC86,Mazda Autozam (2nd Color),2024,Mainline,HW Dream Garage,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/1/1d/AutozamScrum.jpg
2,HTB21,Batmobile,2024,Mainline,Batman,null,null,https://static.wikia.nocookie.net/hotwheels/images/2/2e/HTB21-LOOSE.jpg
2,HTC83,Batmobile (2nd Color),2024,Mainline,Batman,null,null,https://static.wikia.nocookie.net/hotwheels/images/f/f7/PXL_20240406_231949889.jpg
3,HRY45,Monster High Ghoul Mobile,2024,Mainline,HW Screen Time,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/c/c4/GhoulMobile.jpg
3,HTC80,Monster High Ghoul Mobile (2nd Color),2024,Mainline,HW Screen Time,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/0/03/MHGM2.jpeg
4,HTB32,U.S.S. Enterprise NCC-1701,2024,Mainline,HW Screen Time,null,null,https://static.wikia.nocookie.net/hotwheels/images/8/8a/2024-004_HTB32_USS_ENTERPRISE_open-1.jpg
5,HTB42,Hot Wheels High,2024,Mainline,HW Fast Transit,null,null,https://static.wikia.nocookie.net/hotwheels/images/e/e3/HTB42.jpg
5,HTD52,Hot Wheels High (2nd Color),2024,Mainline,HW Fast Transit,null,null,https://static.wikia.nocookie.net/hotwheels/images/c/cc/Mainline_2024_Hot_Wheels_High_Orange_Malaysia_HTD52.jpg
6,HTB49,Custom Otto,2024,Mainline,HW Dream Garage,null,null,https://static.wikia.nocookie.net/hotwheels/images/3/35/HTB49.jpg
6,HTF67,Custom Otto (2nd Color),2024,Mainline,HW Dream Garage,Kroger Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/9/96/HW-2024-006-HTF67.jpg
6,HTC85,Custom Otto (3rd Color),2024,Mainline,HW Dream Garage,null,null,https://static.wikia.nocookie.net/hotwheels/images/7/7a/20240307075256.jpg
7,HTB56,'15 Dodge Charger SRT,2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/5/54/HTB56.jpg
7,HTF73,'15 Dodge Charger SRT (2nd Color),2024,Mainline,Red Edition,Target Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/5/58/%2715_Dodge_Charger_SRT_Red_Edition.jpg
7,HTC87,'15 Dodge Charger SRT (3rd Color),2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/7/76/Mainline_2024_%2715_Dodge_Charger_SRT_Light_Green_Malaysia_HTC87.jpg
8,HTF15,'47 Chevy Fleetline,2024,Mainline,HW First Response,Treasure Hunt,null,https://static.wikia.nocookie.net/hotwheels/images/f/f8/ChevroletFleetline.jpg
9,HTB57,Runway Res-Q,2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/e/e2/Runway_Res-Q_HTB57.jpg
9,HTC88,Runway Res-Q (2nd Color),2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/9/90/Mainline_2024_Runway_Res-Q_Red_Malaysia_HTC88.jpg
10,HTB64,Mod Speeder,2024,Mainline,HW Modified,null,null,https://static.wikia.nocookie.net/hotwheels/images/0/0e/HTB64_carded.jpg
10,HTD13,Mod Speeder (2nd Color),2024,Mainline,HW Modified,null,null,https://static.wikia.nocookie.net/hotwheels/images/c/cb/Mainline_2024_Mod_Speeder_White_Malaysia_HTD13.jpg
11,HTB67,'76 Greenwood Corvette,2024,Mainline,HW Modified,null,null,https://static.wikia.nocookie.net/hotwheels/images/a/a1/HTB67.jpg
11,HTD67,'76 Greenwood Corvette (2nd Color),2024,Mainline,HW Modified,null,null,https://static.wikia.nocookie.net/hotwheels/images/e/ef/Greenwood_corvette.jpg
12,HTC51,Ford GT40,2024,Mainline,Factory Fresh,null,null,https://static.wikia.nocookie.net/hotwheels/images/d/dc/AutoliteFord.jpg
12,HTF70,Ford GT40 (2nd Color),2024,Mainline,Factory Fresh,Kroger Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/8/8f/FordGT40Y.jpg
12,HTD34,Ford GT40 (3rd Color),2024,Mainline,Factory Fresh,null,null,https://static.wikia.nocookie.net/hotwheels/images/6/6c/1964FordGT40.jpg
13,HRY49,Czinger 21C,2024,Mainline,HW Green Speed,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/b/bd/Czinger21C.jpg
13,HTF46,Czinger 21C (2nd Color - Zamac),2024,Mainline,HW Green Speed,New for 2024!,Walmart Exclusive,https://static.wikia.nocookie.net/hotwheels/images/f/f7/HTF46.jpg
13,HTC92,Czinger 21C (3rd Color),2024,Mainline,HW Green Speed,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/e/ef/2024Czinger21C.jpg
14,HTB79,Volvo XC40 Recharge,2024,Mainline,HW Green Speed,null,null,https://static.wikia.nocookie.net/hotwheels/images/0/08/HTB79.jpg
14,HTF66,Volvo XC40 Recharge (2nd Color),2024,Mainline,HW Green Speed,Kroger Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/b/bd/Mainline_2024_Volvo_XC40_Recharge_Red_Malaysia_HTF66.jpg
14,HTC81,Volvo XC40 Recharge (3rd Color),2024,Mainline,HW Green Speed,null,null,https://static.wikia.nocookie.net/hotwheels/images/c/c2/VolvoXC40.jpg
15,HTB80,Tesla Model Y,2024,Mainline,HW Green Speed,null,null,https://static.wikia.nocookie.net/hotwheels/images/e/ea/HTB80.jpg
15,HTC93,Tesla Model Y (2nd Color),2024,Mainline,HW Green Speed,null,null,https://static.wikia.nocookie.net/hotwheels/images/6/61/2023TeslaModelY.jpg
16,HTB96,Skate Grom,2024,Mainline,HW Xtreme Sports,null,null,https://static.wikia.nocookie.net/hotwheels/images/e/e5/HTB96.jpg
17,HTB97,Surf's Up,2024,Mainline,HW Xtreme Sports,null,null,https://static.wikia.nocookie.net/hotwheels/images/c/c6/SurfsUp2024.jpg
18,HTC01,Shark Bite,2024,Mainline,HW Mega Bite,null,null,https://static.wikia.nocookie.net/hotwheels/images/5/5e/SharkBite2024.jpg
18,HTC94,Shark Bite (2nd Color),2024,Mainline,HW Mega Bite,null,null,https://static.wikia.nocookie.net/hotwheels/images/6/6c/Shark_Bite_HW_Mega_Bite_2024_Red.PNG
19,HTC12,Max Steel,2024,Mainline,HW Roadsters,null,null,https://static.wikia.nocookie.net/hotwheels/images/3/39/HTC12_Max_Steel.jpg
19,HTF75,Max Steel (2nd Color),2024,Mainline,Red Edition,Target Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/d/d9/Max_Steel_Red_Edition.jpg
19,HTD61,Max Steel (3rd Color),2024,Mainline,HW Roadsters,null,null,https://static.wikia.nocookie.net/hotwheels/images/8/85/Mainline_2024_Max_Steel_MF_Dark_Green_Malaysia_HTD61.jpg
20,HTC13,'70 Plymouth Barracuda,2024,Mainline,HW Roadsters,null,null,https://static.wikia.nocookie.net/hotwheels/images/b/bb/HTC13.jpg
20,HTF68,'70 Plymouth Barracuda (2nd Color),2024,Mainline,HW Roadsters,Kroger Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/8/8b/70_Barracuda._Kroger_Exclusive._2.jpg
20,HTC95,'70 Plymouth Barracuda (3rd Color),2024,Mainline,HW Roadsters,null,null,https://static.wikia.nocookie.net/hotwheels/images/5/50/Mainline_2024_%2770_Plymouth_Barracuda_MF_Red_Malaysia_HTC95.jpg
21,HTC17,Mighty K,2024,Mainline,Compact Kings,null,null,https://static.wikia.nocookie.net/hotwheels/images/4/4c/Surfin%27K.jpg
21,HTF45,Mighty K (2nd Color - Zamac),2024,Mainline,Compact Kings,Walmart Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/2/22/2024_zamac_mighty_k_carded.jpg
21,HTC96,Mighty K (3rd Color),2024,Mainline,Compact Kings,null,null,https://static.wikia.nocookie.net/hotwheels/images/4/4d/SurfK.jpg
22,HTC18,Fiat 500e,2024,Mainline,Compact Kings,null,null,https://static.wikia.nocookie.net/hotwheels/images/8/89/FiatElectric500.jpg
22,HTF74,Fiat 500e (2nd Color),2024,Mainline,Red Edition,Target Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/4/45/Fiat_500e_Red_Edition.jpg
22,HTD03,Fiat 500e (3rd Color),2024,Mainline,Compact Kings,null,null,https://static.wikia.nocookie.net/hotwheels/images/2/2b/Fiat_500e_in_Baby_Blue_2024_HotWheels_Mainline..jpg
23,HTC48,Ford Escort RS2000,2024,Mainline,Factory Fresh,null,null,https://static.wikia.nocookie.net/hotwheels/images/7/77/FordEscortRS.jpg
23,HTF30,Ford Escort RS2000 (Super Treasure Hunt),2024,Mainline,Factory Fresh,null,null,https://static.wikia.nocookie.net/hotwheels/images/a/a4/2024_STH_A_CASE_FOERD_ESCORT_RS2000.jpg
24,HTC52,2020 Ram 1500 Rebel,2024,Mainline,Factory Fresh,null,null,https://static.wikia.nocookie.net/hotwheels/images/1/1d/HTC52.jpg
24,HTD63,2020 Ram 1500 Rebel (2nd Color),2024,Mainline,Factory Fresh,null,null,https://static.wikia.nocookie.net/hotwheels/images/3/38/Mainline_2024_2020_Ram_1500_Rebel_Black_Malaysia_HTD63.jpg
25,HTC55,Brick and Motor,2024,Mainline,Experimotors,null,null,https://static.wikia.nocookie.net/hotwheels/images/1/1b/BrickAndMotor2024.jpg
25,HTC97,Brick and Motor (2nd Color),2024,Mainline,Experimotors,null,null,https://static.wikia.nocookie.net/hotwheels/images/1/12/Mainline_2024_Brick_And_Motor_White_Malaysia_HTC97.jpg
26,HRY48,Punk Rod,2024,Mainline,Rod Squad,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/d/d0/PunkRod.jpg
26,HTC98,Punk Rod (2nd Color),2024,Mainline,Rod Squad,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/5/5c/MoodRod.jpg
27,HRY95,HW Braille Racer - Twin Mill,2024,Mainline,HW Celebration Racers,World Braille Day,null,https://static.wikia.nocookie.net/hotwheels/images/3/32/CelebrationMill.jpg
27,HTC99,HW Braille Racer - Twin Mill (2nd Color),2024,Mainline,HW Celebration Racers,World Braille Day,null,https://static.wikia.nocookie.net/hotwheels/images/2/27/GreenMill.jpg
28,HTB65,Lolux,2024,Mainline,HW Modified,null,null,https://static.wikia.nocookie.net/hotwheels/images/a/a8/LOLux2024.jpg
28,HTC90,Lolux (2nd Color),2024,Mainline,HW Modified,null,null,https://static.wikia.nocookie.net/hotwheels/images/9/92/2024LoluxOrange.jpg
29,HTB37,1956 Corvette,2024,Mainline,HW Screen Time,null,null,https://static.wikia.nocookie.net/hotwheels/images/8/89/KenCorvette.jpg
30,HTB43,Road Bandit,2024,Mainline,HW Fast Transit,null,null,https://static.wikia.nocookie.net/hotwheels/images/9/96/Mainline_2024_Road_Bandit_MF_Dark_Blue_Malaysia_HTB43.jpg
30,HTD27,Road Bandit (2nd Color),2024,Mainline,HW Fast Transit,null,null,https://static.wikia.nocookie.net/hotwheels/images/b/b5/Mainline_2024_Road_Bandit_MF_Green_Malaysia_HTD27.jpg
31,HTF16,Ain't Fare,2024,Mainline,HW Fast Transit,Treasure Hunt,null,https://static.wikia.nocookie.net/hotwheels/images/8/80/WorldTourFare.jpg
32,HTB50,'18 Camaro SS,2024,Mainline,HW Dream Garage,null,null,https://static.wikia.nocookie.net/hotwheels/images/7/75/HTB50-LOOSE.jpg
32,HTF31,'18 Camaro SS (Super Treasure Hunt),2024,Mainline,HW Dream Garage,null,null,https://static.wikia.nocookie.net/hotwheels/images/1/15/2024_STH_B_CASE_18_Camaro_SS.jpg
33,HTB58,Humvee,2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/5/5d/Humvee_-_2024_-_HW_First_Response_-_HTB58.jpg
33,HTD00,Humvee (2nd Color),2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/f/f2/Mainline_2024_Humvee_Navy_Bue_Malaysia_HTD00.jpg
34,HTB59,Nissan Patrol Custom,2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/a/af/RescuePatrol.jpg
34,HTC89,Nissan Patrol Custom (2nd Color),2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/5/59/MountainPatrol.jpg
35,HRY53,Drift'n Break,2024,Mainline,HW Modified,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/3/35/Drift%27nBrake.jpg
35,HTD15,Drift'n Break (2nd Color),2024,Mainline,HW Modified,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/1/16/Driftin%27Brake.jpg
36,HTB81,Audi RS e-tron GT,2024,Mainline,HW Green Speed,null,null,https://static.wikia.nocookie.net/hotwheels/images/d/db/2024AudiRSe-tronGT.jpg
36,HTD38,Audi RS e-tron GT (2nd Color),2024,Mainline,HW Green Speed,null,null,https://static.wikia.nocookie.net/hotwheels/images/3/31/TacticalRSe-tronGT.jpg
37,HTB82,Ford F-150 Lightning Custom,2024,Mainline,HW Green Speed,null,null,https://static.wikia.nocookie.net/hotwheels/images/5/53/FordLightningCustom.jpg
37,HTD01,Ford F-150 Lightning Custom (2nd Color),2024,Mainline,HW Green Speed,null,null,https://static.wikia.nocookie.net/hotwheels/images/f/f0/2022FordLightning.jpg
38,HTB89,'87 Dodge D100,2024,Mainline,HW Reverse Rake,null,null,https://static.wikia.nocookie.net/hotwheels/images/9/96/2024DodgeD100.jpg
38,HTF62,'87 Dodge D100 (2nd Color),2024,Mainline,HW Reverse Rake,Family Dollar/Dollar Tree Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/5/57/87_Dodge_D100_2nd_Color_Dollar_Tree_Exclusive_2024.jpg
38,HTD17,'87 Dodge D100 (3rd Color),2024,Mainline,HW Reverse Rake,null,null,https://static.wikia.nocookie.net/hotwheels/images/1/19/Imagen_de_WhatsApp_2024-05-14_a_las_12.25.07_716f4e13.jpg
39,HTC02,Croc Rod,2024,Mainline,HW Mega Bite,null,null,https://static.wikia.nocookie.net/hotwheels/images/0/07/Croc_Rod_HCT02.jpg
40,HTC14,Corvette C6 Convertible,2024,Mainline,HW Roadsters,null,null,https://static.wikia.nocookie.net/hotwheels/images/9/9f/2009CorvetteConvertible.jpg
40,HTD20,Corvette C6 Convertible (2nd Color),2024,Mainline,HW Roadsters,null,null,https://static.wikia.nocookie.net/hotwheels/images/e/ed/CorvetteConvertible.jpg
41,HRY46,Proton Saga,2024,Mainline,Compact Kings,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/3/31/1985ProtonSaga.jpg
42,HTC28,Volkswagen T2 Pickup,2024,Mainline,HW Hot Trucks,null,null,https://static.wikia.nocookie.net/hotwheels/images/2/2a/VWPickup.jpg
42,HTD04,Volkswagen T2 Pickup (2nd Color),2024,Mainline,HW Hot Trucks,null,null,https://static.wikia.nocookie.net/hotwheels/images/2/2c/2024-042_HTD04_Grey_o-1.jpg
43,HTC29,'19 Ford Ranger Raptor,2024,Mainline,HW Hot Trucks,null,null,https://static.wikia.nocookie.net/hotwheels/images/d/d7/HKSRaptor.jpg
43,HTD05,'19 Ford Ranger Raptor (2nd Color),2024,Mainline,HW Hot Trucks,null,null,https://static.wikia.nocookie.net/hotwheels/images/2/2f/HTD05-LOOSE.jpg
44,HTC40,'82 Nissan Skyline RS (KDR30),2024,Mainline,HW J-Imports,null,null,https://static.wikia.nocookie.net/hotwheels/images/2/2d/NissanSkylineRS.jpg
44,HTF76,'82 Nissan Skyline RS (KDR30) (2nd Color),2024,Mainline,Red Edition,Target Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/2/2a/Red_Edition_2024_Nissan_Skyline_RS_%28KDR30%29_Black_Malaysia_HTF76.jpg
44,HTD06,'82 Nissan Skyline RS (KDR30) (3rd Color),2024,Mainline,HW J-Imports,null,null,https://static.wikia.nocookie.net/hotwheels/images/4/43/1982NissanR30.jpg
45,HTC41,Honda Civic Si,2024,Mainline,HW J-Imports,null,null,https://static.wikia.nocookie.net/hotwheels/images/a/ad/2000HondaCivic.jpg
45,HTD07,Honda Civic Si (2nd Color),2024,Mainline,HW J-Imports,null,null,https://static.wikia.nocookie.net/hotwheels/images/9/95/2000HondaCivicCoupe.jpg
46,HTC49,Porsche 911 Carrera RS 2.7,2024,Mainline,Factory Fresh,null,null,https://static.wikia.nocookie.net/hotwheels/images/3/39/1973Porsche911.jpg
46,HTD08,Porsche 911 Carrera RS 2.7 (2nd Color),2024,Mainline,Factory Fresh,null,null,https://static.wikia.nocookie.net/hotwheels/images/1/14/1973PorscheRS.jpg
47,HTC50,'72 Stingray Convertible,2024,Mainline,Factory Fresh,null,null,https://static.wikia.nocookie.net/hotwheels/images/4/42/StingrayConvertible.jpg
47,HTD09,'72 Stingray Convertible (2nd Color),2024,Mainline,Factory Fresh,null,null,https://static.wikia.nocookie.net/hotwheels/images/b/b7/Mainline_2024_%2772_Stingray_Covertible_Red_Malaysia_HTD09.jpg
48,HTC56,Loopster,2024,Mainline,Experimotors,null,null,https://static.wikia.nocookie.net/hotwheels/images/b/b8/2024-048_HTC56_Loopster_White_H-Dwn_SC_ref-1cC.jpg
48,HTF14,Loopster (2nd Color),2024,Mainline,Experimotors,null,null,https://www.crazy4diecasts.in/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-11-at-23.18.13.jpeg
49,HTC61,Honda CB750 Café,2024,Mainline,Rod Squad,null,null,https://static.wikia.nocookie.net/hotwheels/images/8/8a/Honda_CB750_Cafe_-_2024_-_Rod_Squad_-_HTC61.jpg
50,HTC62,Limited Grip,2024,Mainline,Rod Squad,null,null,https://static.wikia.nocookie.net/hotwheels/images/c/c4/HTC62_01.jpg
50,HTD50,Limited Grip (2nd Color),2024,Mainline,Rod Squad,null,null,https://static.wikia.nocookie.net/hotwheels/images/e/e9/Limited_grip_M_case.jpg
51,HTC63,El Segundo Coupe,2024,Mainline,HW Turbo,null,null,https://static.wikia.nocookie.net/hotwheels/images/0/0e/TurboCoupe.jpg
51,HTD10,El Segundo Coupe (2nd Color),2024,Mainline,HW Turbo,null,null,https://static.wikia.nocookie.net/hotwheels/images/5/5d/El_Segundo_Coupe_in_Dark_Blue_2024_HotWheels_Mainline..jpg
52,HRY96,Knight Draggin',2024,Mainline,HW Celebration Racers,Year of the Dragon,null,https://static.wikia.nocookie.net/hotwheels/images/3/31/Knight_Draggin%27_-_2024_-_HW_Celebration_Racers_-_HRY96.jpg
53,HRY97,1978 Dodge Li'l Red Express Truck,2024,Mainline,HW Celebration Racers,Valentine's Day,null,https://static.wikia.nocookie.net/hotwheels/images/2/27/Dodge_Li%27l_Red_Express_Truck_1978_-_2024_-_HW_Celebration_Racers_-_HRY97.jpg
54,HRY54,Batman & Robin Batmobile,2024,Mainline,Batman,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/7/77/GeorgeClooneyBatmobile.jpg
54,HTD51,Batman & Robin Batmobile (2nd Color),2024,Mainline,Batman,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/6/66/Mainline_2024_Batman_%26_Robin_Batmobile_Midnight_Blue_Malaysia_HTD51.jpg
55,HRY50,HW Ultimate T-Rex Transporter,2024,Mainline,HW Screen Time,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/2/29/T-RexTransporter.jpg
55,HTC84,HW Ultimate T-Rex Transporter (2nd Color),2024,Mainline,HW Screen Time,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/d/d4/Mainline_2024_HW_Ultimate_T-Rex_Transporter_Red_Malaysia_HTC84.jpg
56,HTB44,West Coast Flyer,2024,Mainline,HW Fast Transit,New in Mainline,null,https://static.wikia.nocookie.net/hotwheels/images/b/b2/HWBullet.jpg
56,HTD11,West Coast Flyer (2nd Color),2024,Mainline,HW Fast Transit,New in Mainline,null,https://static.wikia.nocookie.net/hotwheels/images/1/1a/Mainline_2024_West_Coast_Flyer_White_Malaysia_HTD11.jpg
57,HTB60,'07 Chevy Tahoe,2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/2/22/Chevy_Tahoe_07_-_2024_-_HW_First_Response_-_HTB60.jpg
57,HTD28,'07 Chevy Tahoe (2nd Color),2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/0/01/Mainline_2024_%2707_Chevy_Tahoe_White_Malaysia_HTD28.jpg
58,HTB61,Baja Bison T5,2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/f/fc/FirstResponseBison.jpg
58,HTD29,Baja Bison T5 (2nd Color),2024,Mainline,HW First Response,null,null,https://static.wikia.nocookie.net/hotwheels/images/3/3f/Mainline_2024_Baja_Bison_T5_Red_Malaysia_HTD29.jpg
59,HTB66,Mad Mike Drift Attack,2024,Mainline,HW Modified,null,null,https://static.wikia.nocookie.net/hotwheels/images/d/dc/GrayscaleDriftAttack.jpg
59,HTC91,Mad Mike Drift Attack (2nd Color),2024,Mainline,HW Modified,null,null,https://static.wikia.nocookie.net/hotwheels/images/7/70/Mainline_2024_Mad_Mike_Drift_Attack_Satin_Blue_Malaysia_HTC91.jpg
60,HTB33,Back to the Future Time Machine - Hover Mode,2024,Mainline,HW Screen Time,null,null,https://static.wikia.nocookie.net/hotwheels/images/b/b0/TimeMachineHoverMode.jpg
61,HTB71,Mod Rod,2024,Mainline,HW Art Cars,null,null,https://static.wikia.nocookie.net/hotwheels/images/7/77/Mod_Rod_-_2024_-_HW_Art_Cars_-_HTB71.jpg
61,HTF64,Mod Rod (2nd Color),2024,Mainline,HW Art Cars,Family Dollar/Dollar Tree Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/a/a1/Mod_rod_dollar_tree.jpg
61,HTD31,Mod Rod (3rd Color),2024,Mainline,HW Art Cars,null,null,https://static.wikia.nocookie.net/hotwheels/images/5/5f/2024-061_HTD31_o-1.jpg
62,HTB83,GMC Hummer EV,2024,Mainline,HW Green Speed,null,null,https://static.wikia.nocookie.net/hotwheels/images/8/8c/HTB83_01.jpg
62,HTD16,GMC Hummer EV (2nd Color),2024,Mainline,HW Green Speed,null,null,https://static.wikia.nocookie.net/hotwheels/images/3/38/Gmc_hummer_ev.jpg
63,HTB90,'55 Chevy Bel Air Gasser,2024,Mainline,HW Reverse Rake,null,null,https://static.wikia.nocookie.net/hotwheels/images/7/74/TheCollector.jpg
63,HTD02,'55 Chevy Bel Air Gasser (2nd Color),2024,Mainline,HW Reverse Rake,null,null,https://static.wikia.nocookie.net/hotwheels/images/e/e6/CollectorGasser.jpg
63,HTF51,'55 Chevy Bel Air Gasser (3rd Color - Zamac),2024,Mainline,HW Reverse Rake,Walmart Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/6/6d/2024_zamac_chevy_gasser_loose.jpg
64,HTB98,Wheelie Chair,2024,Mainline,HW Xtreme Sports,null,null,https://static.wikia.nocookie.net/hotwheels/images/d/dc/Wheelchair2024.jpg
64,HTD18,Wheelie Chair (2nd Color),2024,Mainline,HW Xtreme Sports,null,null,https://static.wikia.nocookie.net/hotwheels/images/5/5f/2024_64_250_Wheelie_Chair_2nd_color.jpg
65,HTB99,Surfin' School Bus,2024,Mainline,HW Xtreme Sports,null,null,https://static.wikia.nocookie.net/hotwheels/images/5/5c/SurfinSchoolBus2024.jpg
65,HTD58,Surfin' School Bus (2nd Color),2024,Mainline,HW Xtreme Sports,null,null,https://static.wikia.nocookie.net/hotwheels/images/1/14/HTD58_-_Surfin%27_School_Bus.jpg
66,HTC03,Hotweiler,2024,Mainline,HW Mega Bite,null,null,https://static.wikia.nocookie.net/hotwheels/images/4/4a/Hotweiler_-_2024_-_HW_Mega_Bite_-_HTC03.jpg
66,HTD19,Hotweiler (2nd Color),2024,Mainline,HW Mega Bite,null,null,https://static.wikia.nocookie.net/hotwheels/images/f/f1/Mainline_2024_Hotweiler_Red_Malaysia_HTD19.jpg
67,HTC15,BMW 507,2024,Mainline,HW Roadsters,null,null,https://static.wikia.nocookie.net/hotwheels/images/2/23/BMW507Racer.jpg
67,HTF32,BMW 507 (Super Treasure Hunt),2024,Mainline,HW Roadsters,null,null,https://static.wikia.nocookie.net/hotwheels/images/7/7e/2024_STH_C_CASE_BMW_507.jpg
68,HTC30,'57 Jeep FC,2024,Mainline,HW Hot Trucks,null,null,https://static.wikia.nocookie.net/hotwheels/images/b/b4/JeepFCCustom.jpg
68,HTF48,'57 Jeep FC (2nd Color - Zamac),2024,Mainline,HW Hot Trucks,Walmart Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/0/02/57_Jeep_FC_%28Perspective%29.jpg
68,HTD21,'57 Jeep FC (3rd Color),2024,Mainline,HW Hot Trucks,null,null,https://static.wikia.nocookie.net/hotwheels/images/e/e4/Imagen_de_WhatsApp_2024-05-11_a_las_15.11.21_9072132f.jpg
69,HTC42,'15 Mazda MX-5 Miata,2024,Mainline,HW J-Imports,null,null,https://static.wikia.nocookie.net/hotwheels/images/c/c4/2015MazdaMX-5.jpg
69,HTD22,'15 Mazda MX-5 Miata (2nd Color),2024,Mainline,HW J-Imports,null,null,https://static.wikia.nocookie.net/hotwheels/images/b/b5/HTD22-LOOSE.jpg
70,HTB68,McLaren Solus GT,2024,Mainline,HW Modified,null,null,https://static.wikia.nocookie.net/hotwheels/images/8/81/McLarenSolus.jpg
70,HTF47,McLaren Solus GT (2nd Color - Zamac),2024,Mainline,HW Modified,Walmart Exclusive,null,https://static.wikia.nocookie.net/hotwheels/images/e/e8/McLaren_Solus_1.jpg
70,HTD14,McLaren Solus GT (3rd Color),2024,Mainline,HW Modified,null,null,https://static.wikia.nocookie.net/hotwheels/images/2/2f/Mclaren_solus_gt_orange.jpg
71,HRY52,Vespa 90 SS Super Sprint (1966),2024,Mainline,Factory Fresh,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/a/a5/Vespa.jpg
71,HTD23,Vespa 90 SS Super Sprint (1966) (2nd Color),2024,Mainline,Factory Fresh,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/d/d1/Vespa_90_SS_Super_Sprint_%281966%29_Blue_2024.jpg
72,HTF17,Tooligan,2024,Mainline,Experimotors,Treasure Hunt,null,https://static.wikia.nocookie.net/hotwheels/images/a/a3/HWTooligan.jpg
73,HRY56,Mo-Stash,2024,Mainline,Experimotors,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/f/f6/Mo-Stash.jpg
73,HTD64,Mo-Stash (2nd Color),2024,Mainline,Experimotors,New for 2024!,null,https://static.wikia.nocookie.net/hotwheels/images/7/7d/Mo_Stash_silver_2024.jpg
74,HTC74,Group C Fantasy,2024,Mainline,HW Race Day,null,null,https://static.wikia.nocookie.net/hotwheels/images/e/e2/GroupCFantasyRaceCar.jpg
74,HTD25,Group C Fantasy (2nd Color),2024,Mainline,HW Race Day,null,null,https://static.wikia.nocookie.net/hotwheels/images/0/01/GroupCFantasyRacer.jpg
75,HTC75,Rockin' Railer,2024,Mainline,HW Race Day,null,null,https://static.wikia.nocookie.net/hotwheels/images/1/15/HTC75_01.jpg
75,HTD26,Rockin' Railer (2nd Color),2024,Mainline,HW Race Day,null,null,https://static.wikia.nocookie.net/hotwheels/images/1/12/Mainline_2024_Rockin%27_Railer_Dark_Red_Malaysia_HTD26.jpg
76,HRY98,RRRoadster,2024,Mainline,HW Celebration Racers,International Women's Day,null,https://static.wikia.nocookie.net/hotwheels/images/a/a1/RRRoadster_-_2024_-_HW_Celebration_Racers_-_HRY98.jpg
